epoch,acc,loss,val_acc,val_loss
704,0.9989224,0.002120741,1,0.000190991
705,1,0.000396337,1,0.002109973
706,1,0.000271663,1,1.85E-05
707,1,9.05E-05,1,2.05E-05
708,1,0.000114658,1,8.70E-06
709,1,4.43E-05,1,7.03E-06
710,1,0.000256288,1,1.03E-05
711,1,8.62E-05,1,6.49E-06
712,1,3.40E-05,1,2.65E-06
713,1,3.51E-05,1,2.14E-06
714,1,3.23E-05,1,1.84E-06
715,1,1.42E-05,1,1.50E-06
716,0.9989224,0.003333491,1,2.65E-05
717,1,0.000243192,1,1.83E-05
718,1,8.03E-05,1,1.26E-05
719,1,0.000142071,1,7.83E-06
720,1,4.44E-05,1,6.98E-06
721,1,0.000528607,1,1.90E-05
722,1,6.97E-05,1,1.53E-05
723,0.9988713,0.001822699,1,2.76E-05
724,1,0.000213099,1,5.34E-05
725,1,0.000132853,1,2.36E-05
726,1,6.69E-05,1,1.85E-05
727,1,8.32E-05,1,1.07E-05
728,1,0.000138351,1,8.25E-06
729,1,3.41E-05,1,6.75E-06
730,1,0.000584962,1,1.87E-06
731,1,0.000333149,1,2.44E-06
732,1,1.35E-05,1,2.55E-06
733,1,1.24E-05,1,2.23E-06
734,1,1.99E-05,1,1.91E-06
735,1,1.41E-05,1,2.10E-06
736,1,4.39E-05,1,1.74E-06
737,1,9.26E-05,1,1.51E-06
738,1,1.41E-05,1,1.23E-06
739,1,0.000398119,1,1.38E-06
740,1,0.000185945,1,4.46E-06
741,1,8.68E-05,1,3.59E-06
742,1,2.70E-05,1,2.90E-06
743,1,1.66E-05,1,2.51E-06
744,1,0.000145449,1,1.65E-06
745,1,1.12E-05,1,1.51E-06
746,1,0.000146687,1,8.46E-07
747,1,1.13E-05,1,8.41E-07
748,1,0.000105159,1,1.03E-06
749,1,5.62E-05,1,9.07E-07
750,0.9988975,0.002537765,1,2.10E-05
751,1,0.000373788,1,6.14E-05
752,1,0.000101561,1,1.09E-05
753,1,0.000139829,1,3.02E-06
754,1,3.66E-05,1,2.67E-06
755,1,1.19E-05,1,2.11E-06
756,1,1.59E-05,1,1.97E-06
757,1,1.11E-05,1,2.42E-06
758,1,1.08E-05,1,1.50E-06
759,1,9.15E-06,1,1.42E-05
760,0.9989224,0.002567622,1,1.32E-06
761,1,0.001142883,1,1.24E-05
762,1,0.000140154,1,5.99E-06
763,1,2.80E-05,1,6.75E-06
764,1,3.35E-05,1,4.55E-06
765,1,1.63E-05,1,5.59E-06
766,1,2.54E-05,1,3.71E-06
767,1,1.26E-05,1,2.51E-06
768,0.9989224,0.007177873,0.975,0.040241904
769,0.9988713,0.00154005,1,1.49E-09
770,1,0.000526504,1,1.46E-06
771,1,0.000363124,1,2.16E-05
772,1,0.000296304,1,1.32E-05
773,1,4.59E-05,1,8.26E-06
774,1,1.76E-05,1,6.00E-06
775,1,1.46E-05,1,4.07E-06
776,1,2.41E-05,1,3.28E-06
777,1,7.91E-06,1,2.86E-06
778,1,9.90E-06,1,2.58E-06
779,1,1.09E-05,1,2.02E-06
780,1,5.11E-06,1,1.96E-06
781,1,5.11E-06,1,1.53E-06
782,1,4.24E-06,1,1.51E-06
783,1,3.72E-06,1,1.20E-06
784,1,3.39E-06,1,1.26E-06
785,1,5.72E-06,1,1.10E-06
786,1,2.77E-06,1,8.64E-07
787,1,0.00049306,1,6.88E-06
788,1,7.35E-05,1,4.84E-06
789,1,3.27E-05,1,2.74E-06
790,1,2.52E-05,1,1.72E-06
791,1,1.00E-05,1,1.22E-06
792,1,1.55E-05,1,1.11E-06
793,1,8.38E-05,1,1.57E-07
794,1,1.08E-06,1,1.39E-07
795,1,1.09E-05,1,9.83E-08
796,1,4.50E-07,1,7.67E-08
797,0.9988975,0.004857975,1,0.000317772
798,0.9988975,0.005116214,1,1.35E-05
799,1,2.05E-05,1,1.04E-06
800,1,1.57E-05,1,1.49E-06
801,1,0.000293284,1,1.49E-06
802,0.9988713,0.003077061,1,4.44E-05
803,0.9989224,0.002724575,0.99375,0.006282331
804,1,0.001317346,1,2.66E-05
805,1,5.44E-05,1,1.76E-05
806,1,3.49E-05,1,1.26E-05
807,0.9988975,0.008670608,1,0.000141127
808,1,0.000304445,1,2.82E-05
809,1,5.06E-05,1,9.95E-06
810,1,2.48E-05,1,6.07E-06
811,1,2.35E-05,1,4.02E-06
812,0.9988975,0.002265315,1,8.74E-06
813,0.9988975,0.00165214,1,0.000229728
814,1,0.000180108,1,3.74E-05
815,1,6.10E-05,1,1.39E-05
816,1,2.60E-05,1,9.49E-06
817,1,2.51E-05,1,7.93E-06
818,1,1.61E-05,1,5.40E-06
819,1,1.42E-05,1,4.21E-06
820,1,0.000581546,1,2.49E-06
821,1,2.17E-05,1,2.99E-06
822,1,0.000132264,1,9.69E-07
823,1,1.89E-06,1,3.14E-07
824,1,2.05E-06,1,2.90E-07
825,1,9.26E-06,1,2.79E-07
826,1,1.46E-06,1,2.47E-07
827,1,1.79E-06,1,2.22E-07
828,1,1.05E-06,1,3.14E-07
829,1,0.000328814,1,3.73E-09
830,1,6.10E-08,1,7.45E-10
831,1,2.90E-08,1,4.47E-09
832,1,1.23E-06,1,1.49E-09
833,1,3.25E-08,1,2.98E-09
834,1,5.19E-08,1,2.98E-09
835,1,7.27E-08,1,5.22E-09
836,1,3.04E-08,1,3.73E-09
837,1,2.83E-08,1,3.73E-09
838,1,1.35E-07,1,2.98E-09
839,1,6.28E-06,1,2.98E-09
840,1,4.01E-08,1,4.47E-09
841,1,3.61E-08,1,2.98E-09
842,1,3.64E-08,1,2.24E-09
843,1,6.36E-08,1,4.47E-09
844,0.9988975,0.001435184,1,7.30E-05
845,0.9988975,0.002117173,1,2.72E-05
846,1,4.04E-05,1,9.18E-06
847,1,0.000104783,1,4.88E-06
848,0.9988975,0.000821685,1,6.35E-06
849,1,0.000796583,1,0.000425213
850,0.9988975,0.005382756,1,4.30E-05
851,1,0.000168991,1,2.04E-06
852,1,1.25E-05,1,1.21E-06
853,1,4.91E-06,1,1.04E-06
854,1,6.08E-06,1,9.36E-07
855,1,4.98E-06,1,6.73E-07
856,1,4.27E-06,1,5.97E-07
857,0.9988975,0.001162196,1,0.000153765
858,0.9988975,0.001315783,1,5.31E-06
859,1,1.41E-05,1,3.26E-06
860,1,1.14E-05,1,2.74E-06
861,1,1.02E-05,1,2.95E-06
862,1,1.74E-05,1,2.09E-06
863,1,7.37E-06,1,2.64E-06
864,1,7.24E-06,1,1.64E-06
865,1,6.78E-06,1,1.44E-06
866,1,6.22E-06,1,1.40E-06
867,1,1.07E-05,1,1.76E-06
868,1,6.20E-06,1,1.34E-06
869,1,6.42E-06,1,1.03E-06
870,1,5.06E-06,1,8.54E-07
871,1,5.46E-05,1,5.64E-07
872,1,1.41E-05,1,3.17E-07
873,1,1.67E-05,1,3.43E-07
874,1,2.21E-06,1,2.03E-07
875,1,2.33E-06,1,3.70E-07
876,1,5.81E-06,1,1.90E-07
877,1,2.14E-06,1,2.15E-07
878,1,1.48E-06,1,2.57E-07
879,1,1.60E-06,1,2.30E-07
880,1,8.39E-06,1,2.59E-07
881,1,0.000145034,1,6.48E-08
882,1,2.52E-06,1,2.68E-08
883,1,0.000200761,1,0
884,1,4.56E-07,1,0
885,1,8.71E-07,1,0
886,1,3.37E-06,1,0
887,1,4.52E-06,1,0
888,1,1.03E-09,1,0
889,1,2.55E-08,1,0
890,1,8.02E-05,1,2.98E-09
891,1,2.09E-07,1,2.24E-09
892,1,2.76E-06,1,2.24E-09
893,1,1.78E-07,1,1.49E-09
894,1,4.09E-05,1,0
895,1,2.06E-08,1,7.45E-10
896,1,8.33E-08,1,0
897,1,5.29E-07,1,7.45E-10
898,1,9.99E-09,1,0
899,1,9.79E-08,1,0
900,1,1.50E-07,1,0
901,1,9.42E-07,1,7.45E-10
902,1,1.01E-08,1,0
903,1,1.89E-08,1,0
904,1,1.21E-08,1,0
905,1,3.41E-05,1,1.49E-09
906,1,1.01E-07,1,5.22E-09
907,1,1.23E-07,1,1.12E-08
908,1,2.71E-07,1,0
909,1,3.38E-07,1,5.96E-09
910,1,1.42E-07,1,2.98E-09
911,1,5.04E-07,1,4.47E-09
912,1,6.85E-05,1,0
913,1,3.81E-07,1,0
914,1,1.33E-08,1,0
915,1,7.53E-06,1,0
916,1,6.10E-08,1,0
917,1,3.73E-09,1,0
918,1,3.87E-07,1,0
919,1,3.43E-07,1,0
920,1,1.84E-08,1,0
921,1,1.58E-09,1,0
922,1,1.55E-08,1,0
923,1,1.41E-09,1,0
924,1,2.53E-08,1,0
925,1,4.19E-07,1,0
926,1,8.85E-08,1,0
927,1,9.20E-10,1,0
928,1,1.42E-07,1,0
929,1,7.71E-10,1,0
930,1,2.07E-07,1,0
931,0.9977949,0.007425487,1,5.75E-06
932,1,0.000124185,1,1.33E-06
933,1,5.02E-06,1,8.19E-07
934,1,3.18E-06,1,7.50E-07
935,1,7.96E-06,1,6.85E-07
936,1,3.70E-06,1,5.61E-07
937,1,2.94E-06,1,4.84E-07
938,1,2.37E-06,1,5.19E-07
939,1,2.29E-06,1,4.64E-07
940,1,5.42E-05,1,3.66E-06
941,0.99435663,0.035812418,1,6.71E-05
942,1,2.55E-05,1,3.02E-07
943,1,9.96E-07,1,2.61E-08
944,1,2.38E-07,1,1.49E-08
945,1,2.47E-07,1,1.12E-08
946,1,1.52E-07,1,1.19E-08
947,1,1.55E-07,1,5.96E-09
948,1,2.63E-07,1,5.22E-09
949,1,1.26E-07,1,5.96E-09
950,1,8.74E-08,1,4.47E-09
951,1,1.83E-06,1,1.49E-09
952,1,1.97E-08,1,0
953,1,7.74E-08,1,1.49E-09
954,1,2.30E-08,1,1.49E-09
955,1,4.22E-08,1,1.49E-09
956,1,2.55E-08,1,7.45E-10
957,1,1.79E-08,1,7.45E-10
958,1,1.96E-08,1,7.45E-10
959,1,1.84E-08,1,0
960,1,8.57E-08,1,7.45E-10
961,0.9966924,0.006795332,0.98125,0.028920641
962,0.9922823,0.031431867,1,7.34E-05
963,1,0.000134834,1,1.18E-05
964,1,0.000235098,1,5.46E-06
965,1,1.98E-05,1,3.69E-06
966,1,3.21E-05,1,3.26E-06
967,1,1.54E-05,1,3.38E-06
968,1,1.46E-05,1,2.88E-06
969,1,2.36E-05,1,2.10E-06
970,1,9.47E-06,1,2.24E-06
971,1,9.17E-06,1,1.82E-06
972,1,3.03E-05,1,1.89E-06
973,1,1.49E-05,1,1.40E-06
974,1,8.69E-06,1,1.23E-06
975,1,7.75E-06,1,1.07E-06
976,1,7.01E-06,1,1.22E-06
977,1,6.62E-06,1,9.55E-07
978,1,8.21E-05,1,8.70E-07
979,1,6.35E-06,1,8.05E-07
980,1,4.24E-06,1,8.14E-07
981,1,1.35E-05,1,5.84E-07
982,1,6.31E-06,1,6.21E-07
983,1,3.78E-06,1,5.63E-07
984,1,4.06E-06,1,3.85E-07
985,1,3.84E-06,1,4.87E-07
986,1,2.35E-06,1,3.38E-07
987,1,2.56E-06,1,3.94E-07
988,1,1.09E-05,1,3.87E-07
989,1,2.81E-06,1,3.23E-07
990,1,2.12E-06,1,3.59E-07
991,1,2.24E-06,1,2.50E-07
992,0.9989224,0.001953103,1,1.08E-05
993,1,6.91E-06,1,3.20E-08
994,1,5.82E-05,1,2.91E-08
995,1,4.41E-07,1,3.73E-09
996,0.9988975,0.002929234,1,1.91E-07
997,1,0.0001018,0.99375,0.007608946
998,0.9988713,0.009004898,1,1.07E-05
999,0.9988975,0.007075471,1,0.000169487
